OBJECTID,Countyname,ST_Name,ST_Abbr,ST_ID,FIPS,FatalityRa,Confirmedb,DeathsbyPo,PCTPOVALL_,Unemployme,Med_HH_Inc,State_Fata,DateChecke,EM_type,EM_date,EM_notes,url,Thumbnail,Confirmed,Deaths,Age_85,Age_80_84,Age_75_79,Age_70_74,Age_65_69,Beds_Licen,Beds_Staff,Beds_ICU,Ventilator,POP_ESTIMA,POVALL_201,Unemployed,Median_Hou,Recovered,Active,State_Conf,State_Deat,State_Reco,State_Test,AgedPop,NewCases,NewDeaths,TotalPop,NonHispWhP,BlackPop,AmIndop,AsianPop,PacIslPop,OtherPop,TwoMorPop,HispPop,Wh_Alone,Bk_Alone,AI_Alone,As_Alone,NH_Alone,SO_Alone,Two_More,Not_Hisp,Age_Less15,Age_15_24,Age_25_34,Age_Over75,Agetotal,NonHisp,Age_35_64,Age_65_74,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Shape__Area,Shape__Length
459,Harris,Georgia,GA,13,13145,2.69662921348315,1290.79,34.8078317621465,8.7,3.4,127.3766,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13145.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,445,12,0,0,0,0,0,0,0,0,0,34475,2958,571,74686,0,0,0,0,0,1107967,0,20,0,33590,25875,5404,41,398,4,2,711,1155,26584,5417,41,420,4,170,954,33590,5854,4267,3369,1995,33590,32435,14239,3866,20,4,6,5,9,15,3,9,5,10,18,5,12,17,1735144238.94922,193567.099130586
460,Hart,Georgia,GA,13,13147,0,448.29,0,15,3.6,80.4499,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:46 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13147.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,117,0,0,0,0,0,0,0,0,0,0,26099,3796,423,47171,0,0,0,0,0,1107967,0,4,0,25631,19200,4723,10,248,7,0,491,952,19823,4730,10,248,7,269,544,25631,4483,2760,3044,2297,25631,24679,9888,3159,4,4,8,9,1,3,1,4,3,11,2,7,1,3,978691402.238281,134346.131779277
461,Heard,Georgia,GA,13,13149,3.57142857142857,707.13,25.2546510649045,17.1,3.9,78.8246,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:21:14 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13149.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,84,3,0,0,0,0,0,0,0,0,0,11879,2004,202,46218,0,0,0,0,0,1107967,0,2,0,11677,9910,1085,2,58,20,0,290,312,10145,1085,2,58,20,37,330,11677,2198,1453,1336,725,11677,11365,4804,1161,2,2,1,0,4,3,6,2,1,6,3,3,3,0,1118665494.34766,145574.110047225
462,Henry,Georgia,GA,13,13151,1.87949143173024,785.77,14.7684823212579,7.5,4.1,124.45,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13151.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1809,34,2088,2734,3675,6316,9495,215,215,33,10,230220,17086,4716,72970,0,0,120572,3026,0,1107967,24308,40,0,221307,99804,92650,128,7337,0,480,6169,14739,109034,93814,149,7422,9,2891,7988,221307,46540,32588,26228,8497,221307,206568,91643,15811,40,20,57,81,43,54,54,15,30,46,84,42,40,62,1217940258.71875,213260.501919797
463,Houston,Georgia,GA,13,13153,2.99102691924227,645.14,19.2964513825907,12.1,4,103.5713,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13153.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1003,30,1904,2187,3573,4594,6230,276,276,36,11,155469,18519,2803,60728,0,0,120572,3026,0,1107967,18488,14,0,151682,86237,45872,498,4364,13,359,4363,9976,92943,46232,629,4392,13,1898,5575,151682,32445,20316,22441,7664,151682,141706,57992,10824,14,23,28,67,17,14,89,7,10,11,35,36,23,25,1386009512.23047,219055.121192343
464,Irwin,Georgia,GA,13,13155,0.934579439252336,1138.54,10.6405618216642,24.3,5.6,65.0749,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:07 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13155.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,107,1,183,278,331,390,546,34,34,6,2,9398,2040,187,38156,0,0,120572,3026,0,1107967,1728,3,0,9268,6234,2734,13,36,0,0,116,135,6318,2759,13,36,0,22,120,9268,1698,1364,953,792,9268,9133,3525,936,3,3,2,10,5,2,6,0,1,6,4,1,0,5,1299553746.20117,187497.111422296
465,Jackson,Georgia,GA,13,13157,2.25988700564972,754.03,17.0401295049842,8.7,3,117.6519,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13157.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,531,12,692,1031,1920,2469,3363,90,28,5,2,70422,6059,1083,68984,0,0,120572,3026,0,1107967,9475,15,0,65755,53913,4274,81,1048,5,145,1439,4850,57489,4393,81,1049,8,1003,1732,65755,13947,7575,8314,3643,65755,60905,26444,5832,15,4,13,16,14,8,12,15,8,15,20,1,20,15,1300501890.08984,174697.223341309
466,Jasper,Georgia,GA,13,13159,1.12359550561798,633.9,7.12250712250712,15.4,3.5,87.3913,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13159.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,89,1,187,263,449,602,823,17,12,2,0,14040,2138,240,51241,0,0,120572,3026,0,1107967,2324,0,0,13784,10184,2881,8,36,0,0,136,539,10380,2881,8,36,0,343,136,13784,2724,1641,1496,899,13784,13245,5599,1425,0,1,5,0,5,-1,1,1,0,1,7,0,1,2,1388271537.89844,171768.249239611
467,Jeff Davis,Georgia,GA,13,13161,1.86335403726708,1071.26,19.9614079446404,20.6,4.9,63.4632,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:07 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13161.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,161,3,166,178,434,766,753,35,25,4,2,15029,3063,296,37211,0,0,120572,3026,0,1107967,2297,3,0,14991,10705,2444,0,39,0,0,49,1754,11392,2465,0,39,0,768,327,14991,3423,1863,1938,778,14991,13237,5470,1519,3,4,10,2,6,1,6,3,0,6,6,2,2,6,1207398562.80273,185483.561623448
468,Jefferson,Georgia,GA,13,13163,0.930232558139535,1393.39,12.9617627997408,22.3,5.3,65.2761,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:07 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13163.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,215,2,310,323,503,614,996,37,37,6,2,15430,3328,359,38274,0,0,120572,3026,0,1107967,2746,11,0,15772,6613,8485,20,18,0,0,60,576,6826,8515,20,18,0,273,120,15772,3107,2005,1966,1136,15772,15196,5948,1610,11,12,19,9,5,4,14,2,5,6,11,8,11,3,1959204570.4375,219413.813978648
469,Jenkins,Georgia,GA,13,13165,9.15492957746479,1635.38,149.717839456409,31.8,5.4,53.585,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:25 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13165.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,142,13,201,97,133,380,673,25,15,3,1,8683,2374,173,31419,0,0,120572,3026,0,1107967,1484,3,0,8827,4945,2937,17,109,0,0,72,747,5363,2955,127,109,0,201,72,8827,1784,1227,729,431,8827,8080,3603,1053,3,1,1,2,3,5,5,0,1,1,3,8,5,8,1296699364.14648,146565.221027012
470,Johnson,Georgia,GA,13,13167,1.53846153846154,1339.1,20.6015657189946,30,4,59.4348,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:07 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13167.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,130,2,0,0,0,0,0,0,0,0,0,9708,2415,164,34849,0,0,0,0,0,1107967,0,4,0,9730,6087,3256,0,19,0,0,139,229,6281,3256,0,19,0,0,174,9730,1593,1409,1048,694,9730,9501,3958,1028,4,1,4,8,1,1,6,3,0,2,8,2,0,2,1124306358.38672,191894.087664379
471,Jones,Georgia,GA,13,13169,0,471.76,0,14.5,3.7,95.0592,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13169.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,135,0,0,0,0,0,0,0,0,0,0,28616,4098,508,55737,0,0,0,0,0,1107967,0,2,0,28548,20450,7000,56,213,0,0,384,445,20790,7082,56,213,0,10,397,28548,5476,3528,3144,1857,28548,28103,11652,2891,2,0,2,1,7,9,10,1,2,3,3,18,4,11,1461500496.5,162762.124503627
472,Lamar,Georgia,GA,13,13171,4.02684563758389,784.21,31.5789473684211,17.3,4.6,82.4146,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13171.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,149,6,0,0,0,0,0,0,0,0,0,19000,3064,370,48323,0,0,0,0,0,1107967,0,1,0,18513,12028,5392,19,149,0,0,487,438,12186,5392,19,149,0,149,618,18513,3142,3500,2038,1112,18513,18075,6799,1922,1,1,3,4,1,3,3,3,0,2,3,4,6,3,688323622.71875,124678.321263115
473,Lanier,Georgia,GA,13,13173,1.78571428571429,1624.76,29.0135396518375,20.3,4.4,70.8872,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:07 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13173.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,168,3,214,94,223,275,513,25,25,4,1,10340,2043,169,41564,0,0,120572,3026,0,1107967,1319,3,0,10366,7119,2507,28,32,0,22,84,574,7669,2507,28,32,0,46,84,10366,2226,1308,1576,531,10366,9792,3937,788,3,0,2,3,7,0,1,0,6,1,0,8,5,3,707655143.001953,142675.813791958
474,Laurens,Georgia,GA,13,13175,0.26246719160105,805.07,2.11304807184363,24.6,4.8,71.8252,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:07 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13175.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,381,1,772,1298,1402,1713,2799,190,145,16,6,47325,11375,939,42114,0,0,120572,3026,0,1107967,7984,14,0,47418,27348,17584,44,535,7,408,251,1241,28020,17645,44,535,7,822,345,47418,9792,6028,5658,3472,47418,46177,17956,4512,14,5,18,47,18,18,30,6,5,11,7,25,10,9,2985941116.22266,239196.789367869
475,Lee,Georgia,GA,13,13177,5.16431924882629,1431.26,73.9147963983336,12.4,3.6,112.7162,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13177.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,426,22,0,0,0,0,0,0,0,0,0,29764,3579,530,66090,0,0,0,0,0,1107967,0,3,0,29348,21178,5921,21,758,38,57,536,839,21735,5956,30,758,38,163,668,29348,6389,3633,3823,1227,29348,28509,12005,2271,3,5,0,4,1,3,5,3,4,1,4,3,2,3,1301418043.48047,185490.999685399
476,Liberty,Georgia,GA,13,13179,0.732600732600733,443.92,3.25219116379661,16.1,4.3,81.3265,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:25 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13179.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,273,2,319,584,845,1507,1934,64,64,4,2,61497,9562,1109,47685,0,0,120572,3026,0,1107967,5189,22,1,62108,24605,24775,232,1247,312,181,2911,7845,28881,25503,285,1324,322,2039,3754,62108,15363,11124,12064,1748,62108,54263,18368,3441,22,13,43,17,7,3,7,4,11,7,8,4,6,7,1922590764.55469,309138.336032477
477,Lincoln,Georgia,GA,13,13181,2.98507462686567,846.49,25.2684775742262,17.2,5,80.102,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:07 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13181.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,67,2,0,0,0,0,0,0,0,0,0,7915,1346,179,46967,0,0,0,0,0,1107967,0,3,0,7799,5134,2462,4,15,2,0,53,129,5217,2462,4,15,2,46,53,7799,1229,856,750,694,7799,7670,3203,1067,3,2,3,3,3,0,2,0,0,10,1,2,1,1,967030700.527344,173907.093819771
478,Long,Georgia,GA,13,13183,1.40845070422535,373.72,5.26371196968102,16.8,4,79.1827,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:25 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13183.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,71,1,0,0,0,0,0,0,0,0,0,18998,3134,318,46428,0,0,0,0,0,1107967,0,3,0,18156,10596,4259,50,180,95,0,933,2043,11752,4299,50,202,95,723,1035,18156,4376,2457,2963,629,18156,16113,6759,972,3,0,6,3,1,1,0,0,3,3,0,5,3,6,1449954855.38672,210311.163204009
479,Lowndes,Georgia,GA,13,13185,0.943396226415094,1640.29,15.4744199241753,25.9,4.1,71.3238,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:07 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13185.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1908,18,1448,1649,2263,3381,4457,443,360,48,9,116321,28539,2106,41820,0,0,120572,3026,0,1107967,13198,64,0,114582,62197,41486,331,2114,91,118,1900,6345,66261,41718,335,2114,91,1764,2299,114582,23223,24107,17375,5360,114582,108237,36679,7838,64,14,20,67,45,39,174,60,97,23,42,26,38,49,1798920878.4375,247540.089852388
480,Lumpkin,Georgia,GA,13,13187,2.24719101123596,540.13,12.1377636170536,14.9,3.6,94.7965,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:14:30 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13187.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,178,4,512,606,828,1621,1770,52,0,32,0,32955,4494,600,55583,0,0,120572,3026,0,1107967,5337,8,0,31951,28963,584,186,96,35,29,528,1530,29981,605,203,96,35,449,582,31951,4691,7217,3430,1946,31951,30421,11276,3391,8,5,4,3,4,6,2,1,0,0,3,2,1,1,1088006069.82031,162699.762689456
481,McDuffie,Georgia,GA,13,13189,4.8780487804878,761.69,37.1557289489573,19.9,5.6,72.9406,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:07 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13189.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,164,8,309,240,855,1033,1159,25,25,4,2,21531,4223,499,42768,0,0,120572,3026,0,1107967,3596,8,0,21498,11562,8655,0,97,195,0,352,637,11746,8692,0,97,195,407,361,21498,4489,2706,2645,1404,21498,20861,8062,2192,8,6,5,9,4,3,3,1,5,6,12,1,9,1,994642786.269531,176769.270871878
482,McIntosh,Georgia,GA,13,13191,1.25,557.88,6.97350069735007,21.5,4,72.5057,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:25 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13191.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,80,1,0,0,0,0,0,0,0,0,0,14340,3055,247,42513,0,0,0,0,0,1107967,0,1,0,14120,8737,4822,16,235,20,0,151,139,8832,4840,16,235,20,26,151,14120,1992,1401,1470,1271,14120,13981,5804,2182,1,0,0,8,0,3,1,4,1,7,7,5,2,10,1616615265.92578,591123.15223748
483,Macon,Georgia,GA,13,13193,6.47482014388489,1057.6,68.4775165487332,30.5,6.2,56.0562,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13193.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,139,9,224,263,259,582,826,49,22,4,0,13143,3417,295,32868,0,0,120572,3026,0,1107967,2154,1,0,13480,4389,8168,27,63,1,96,167,569,4705,8171,27,63,1,342,171,13480,2127,1796,1891,746,13480,12911,5512,1408,1,0,1,5,1,10,1,1,0,0,1,2,1,2,1477929532.95703,199455.018284456
484,Madison,Georgia,GA,13,13195,2.23463687150838,603.71,13.4907251264755,16.1,3.5,87.5567,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:46 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13195.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,179,4,0,0,0,0,0,0,0,0,0,29650,4722,483,51338,0,0,0,0,0,1107967,0,12,0,28900,23814,2534,73,347,0,93,544,1495,24483,2534,82,347,0,890,564,28900,5511,3544,3346,1718,28900,27405,11939,2842,12,5,4,15,7,8,2,4,8,6,5,2,9,3,1081938736.11328,170688.031356257
485,Marion,Georgia,GA,13,13197,3,1197.46,35.923841456113,22.8,5.1,66.7087,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13197.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,100,3,0,0,0,0,0,0,0,0,0,8351,1884,174,39114,0,0,0,0,0,1107967,0,0,0,8484,5029,2563,14,89,36,40,110,603,5288,2576,14,89,36,371,110,8484,1331,1028,920,673,8484,7881,3481,1051,0,1,2,9,0,2,-1,0,0,1,3,1,3,1,1337241805.35156,183121.662209911
486,Meriwether,Georgia,GA,13,13199,1.18110236220472,1205.62,14.2396050882856,24.4,5,66.3199,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13199.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,254,3,345,483,779,1071,1404,109,109,11,6,21068,5071,447,38886,0,0,120572,3026,0,1107967,4082,3,0,21113,11892,8136,30,132,0,77,397,449,12062,8169,30,132,0,297,423,21113,3785,2567,2446,1607,21113,20664,8233,2475,3,3,7,8,3,5,7,2,3,9,9,8,4,6,1868576155.58984,194162.065646883
487,Miller,Georgia,GA,13,13201,0,1072.81,0,22.4,3.7,72.4545,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13201.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,61,0,150,160,324,307,303,25,25,4,2,5686,1246,104,42483,0,0,120572,3026,0,1107967,1244,1,0,5836,3981,1769,45,0,0,0,7,34,3989,1780,45,0,0,7,15,5836,1087,555,739,634,5836,5802,2211,610,1,0,2,3,2,0,1,0,1,1,1,0,2,0,1006393098.54688,137732.462859534
488,Mitchell,Georgia,GA,13,13205,8.18363273453094,2257.57,184.751261715934,29.3,5.4,62.7418,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13205.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,501,41,390,364,729,981,1053,23,25,4,1,22192,5849,452,36788,0,0,120572,3026,0,1107967,3517,10,1,22432,10328,10438,26,101,8,5,510,1016,11106,10461,48,101,8,187,521,22432,4354,2767,2974,1483,22432,21416,8820,2034,10,3,2,9,2,7,9,0,4,3,1,0,1,4,1826383510.52344,208439.987370973
489,Monroe,Georgia,GA,13,13207,8.18965517241379,843.02,69.0406976744186,13,3.7,101.2416,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13207.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,232,19,526,439,922,1247,1602,25,25,5,2,27520,3411,479,59362,0,0,120572,3026,0,1107967,4736,3,0,27010,19396,6302,52,251,0,140,238,631,19829,6302,52,251,0,326,250,27010,4642,3317,3027,1887,27010,26379,11288,2849,3,0,0,3,0,13,6,9,6,4,18,5,5,4,1471436407.94531,174449.289000301
490,Montgomery,Georgia,GA,13,13209,0,598.28,0,22.1,5.7,71.3477,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:19:07 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13209.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,55,0,0,0,0,0,0,0,0,0,0,9193,1847,217,41834,0,0,0,0,0,1107967,0,1,0,9036,5833,2342,20,32,0,160,60,589,6156,2374,20,32,0,392,62,9036,1582,1486,970,530,9036,8447,3548,920,1,2,1,3,3,4,8,0,0,0,1,0,1,0,887184122.423828,162496.660653926
491,Morgan,Georgia,GA,13,13211,0,429.64,0,12.7,3.6,98.8812,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13211.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,81,0,254,409,737,883,1166,25,25,4,1,18853,2374,323,57978,0,0,120572,3026,0,1107967,3449,1,0,18235,13054,4251,37,5,0,40,261,587,13482,4258,37,5,0,191,262,18235,3343,2354,1763,1400,18235,17648,7326,2049,1,2,4,3,4,-1,2,0,1,1,10,2,0,3,1327069149.21094,161444.389476578
492,Murray,Georgia,GA,13,13213,0.649350649350649,771.52,5.0098945417199,15.2,5.3,79.8342,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:14:30 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13213.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,308,2,344,689,945,1561,2036,42,29,5,1,39921,5987,847,46810,0,0,120572,3026,0,1107967,5575,16,0,39557,32787,424,46,152,0,5,306,5837,38261,424,46,152,0,340,334,39557,8163,5131,4990,1978,39557,33720,15698,3597,16,2,8,8,4,-1,8,13,6,12,3,7,8,4,1334533013.85156,227847.565098955
493,Muscogee,Georgia,GA,13,13215,2.00761509172724,1487.95,29.8722702925422,20.1,5.1,79.5238,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13215.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,2889,58,3251,3152,4063,5903,8343,1167,794,69,29,194160,37759,4029,46628,0,0,120572,3026,0,1107967,24712,123,2,196670,80045,88840,777,4783,329,635,6403,14858,86552,90001,811,4817,329,5471,8689,196670,41168,28092,32052,10466,196670,181812,70646,14246,123,68,70,190,94,138,40,29,82,112,110,92,62,143,808228687.679688,152582.881036992
494,Newton,Georgia,GA,13,13217,1.57728706624606,868.17,13.6935028893291,14.8,4.5,96.5276,2.50970374547988,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 9:18:24 PM,GA Governor issued Shelter In Place,https://bao.arcgis.com/covid-19/jhu/county/13217.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,951,15,1356,1382,2046,3437,4897,101,94,10,4,109541,15946,2306,56598,0,0,120572,3026,0,1107967,13118,45,0,106497,50708,46165,169,1132,84,232,2274,5733,54326,46869,323,1145,84,1002,2748,106497,23085,15421,12981,4784,106497,100764,41892,8334,45,30,13,51,33,29,16,21,13,27,29,28,17,28,1043955165.80469,174201.558185725
